REF_DATE,GEO,Screened traffic,VALUE
Oct-23,"Total of eight largest airports, Canada",Non-passengers,64074
Oct-23,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,157449
Oct-23,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,155583
Oct-23,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,140853
Oct-23,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,8972
Oct-23,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,5758
Oct-23,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1866
Oct-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,744008
Oct-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,729871
Oct-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,212865
Oct-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,212309
Oct-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,304697
Oct-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,14137
Oct-23,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,174075
Oct-23,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,170518
Oct-23,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,144364
Oct-23,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,21302
Oct-23,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,4852
Oct-23,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,3557
Oct-23,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1644291
Oct-23,"Toronto/Lester B Pearson International, Ontario",Total passengers,1625369
Oct-23,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,551557
Oct-23,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,530845
Oct-23,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,542967
Oct-23,"Toronto/Lester B Pearson International, Ontario",Non-passengers,18922
Oct-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,167945
Oct-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,164512
Oct-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,150176
Oct-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,14042
Oct-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,294
Oct-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,3433
Oct-23,"Calgary International, Alberta",Total screened traffic,605759
Oct-23,"Calgary International, Alberta",Total passengers,599954
Oct-23,"Calgary International, Alberta",Domestic sector passengers,376492
Oct-23,"Calgary International, Alberta",Transborder sector passengers,169050
Oct-23,"Calgary International, Alberta",Other International sector passengers,54412
Oct-23,"Calgary International, Alberta",Non-passengers,5805
Oct-23,"Edmonton International, Alberta",Total screened traffic,281675
Oct-23,"Edmonton International, Alberta",Total passengers,277480
Oct-23,"Edmonton International, Alberta",Domestic sector passengers,231995
Oct-23,"Edmonton International, Alberta",Transborder sector passengers,34059
Oct-23,"Edmonton International, Alberta",Other International sector passengers,11426
Oct-23,"Edmonton International, Alberta",Non-passengers,4195
Oct-23,"Vancouver International, British Columbia",Total screened traffic,872051
Oct-23,"Vancouver International, British Columbia",Total passengers,859892
Oct-23,"Vancouver International, British Columbia",Domestic sector passengers,421109
Oct-23,"Vancouver International, British Columbia",Transborder sector passengers,249800
Oct-23,"Vancouver International, British Columbia",Other International sector passengers,188983
Oct-23,"Vancouver International, British Columbia",Non-passengers,12159
Nov-23,"Total of eight largest airports, Canada",Total screened traffic,4140955
Nov-23,"Total of eight largest airports, Canada",Total passengers,4082939
Nov-23,"Total of eight largest airports, Canada",Domestic sector passengers,1764104
Nov-23,"Total of eight largest airports, Canada",Transborder sector passengers,1151616
Nov-23,"Total of eight largest airports, Canada",Other International sector passengers,1167219
Nov-23,"Total of eight largest airports, Canada",Non-passengers,58016
Nov-23,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,110298
Nov-23,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,108972
Nov-23,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,97490
Nov-23,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,8043
Nov-23,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,3439
Nov-23,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1326
Nov-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,673970
Nov-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,660615
Nov-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,174741
Nov-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,190427
Nov-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,295447
Nov-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,13355
Nov-23,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,160844
Nov-23,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,156754
Nov-23,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,113314
Nov-23,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,26669
Nov-23,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,16771
Nov-23,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,4090
Nov-23,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1516568
Nov-23,"Toronto/Lester B Pearson International, Ontario",Total passengers,1500101
Nov-23,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,442135
Nov-23,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,492235
Nov-23,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,565731
Nov-23,"Toronto/Lester B Pearson International, Ontario",Non-passengers,16467
Nov-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,141730
Nov-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,140725
Nov-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,116430
Nov-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,16695
Nov-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,7600
Nov-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1005
Nov-23,"Calgary International, Alberta",Total screened traffic,504785
Nov-23,"Calgary International, Alberta",Total passengers,498933
Nov-23,"Calgary International, Alberta",Domestic sector passengers,292016
Nov-23,"Calgary International, Alberta",Transborder sector passengers,141852
Nov-23,"Calgary International, Alberta",Other International sector passengers,65065
Nov-23,"Calgary International, Alberta",Non-passengers,5852
Nov-23,"Edmonton International, Alberta",Total screened traffic,252544
Nov-23,"Edmonton International, Alberta",Total passengers,248218
Nov-23,"Edmonton International, Alberta",Domestic sector passengers,185108
Nov-23,"Edmonton International, Alberta",Transborder sector passengers,33492
Nov-23,"Edmonton International, Alberta",Other International sector passengers,29618
Nov-23,"Edmonton International, Alberta",Non-passengers,4326
Nov-23,"Vancouver International, British Columbia",Total screened traffic,780216
Nov-23,"Vancouver International, British Columbia",Total passengers,768621
Nov-23,"Vancouver International, British Columbia",Domestic sector passengers,342870
Nov-23,"Vancouver International, British Columbia",Transborder sector passengers,242203
Nov-23,"Vancouver International, British Columbia",Other International sector passengers,183548
Nov-23,"Vancouver International, British Columbia",Non-passengers,11595
Dec-23,"Total of eight largest airports, Canada",Total screened traffic,4533764
Dec-23,"Total of eight largest airports, Canada",Total passengers,4473257
Dec-23,"Total of eight largest airports, Canada",Domestic sector passengers,1813534
Dec-23,"Total of eight largest airports, Canada",Transborder sector passengers,1200268
Dec-23,"Total of eight largest airports, Canada",Other International sector passengers,1459455
Dec-23,"Total of eight largest airports, Canada",Non-passengers,60507
Dec-23,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,121496
Dec-23,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,119674
Dec-23,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,101533
Dec-23,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,8364
Dec-23,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,9777
Dec-23,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1822
Dec-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,783211
Dec-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,770398
Dec-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,181169
Dec-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,198442
Dec-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,390787
Dec-23,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,12813
Dec-23,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,188971
Dec-23,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,184369
Dec-23,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,118670
Dec-23,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,34063
Dec-23,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,31636
Dec-23,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,4602
Dec-23,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1707330
Dec-23,"Toronto/Lester B Pearson International, Ontario",Total passengers,1688826
Dec-23,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,474678
Dec-23,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,529494
Dec-23,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,684654
Dec-23,"Toronto/Lester B Pearson International, Ontario",Non-passengers,18504
Dec-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,144030
Dec-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,142644
Dec-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,106538
Dec-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,17334
Dec-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,18772
Dec-23,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1386
Dec-23,"Calgary International, Alberta",Total screened traffic,513667
Dec-23,"Calgary International, Alberta",Total passengers,507243
Dec-23,"Calgary International, Alberta",Domestic sector passengers,289890
Dec-23,"Calgary International, Alberta",Transborder sector passengers,140087
Dec-23,"Calgary International, Alberta",Other International sector passengers,77266
Dec-23,"Calgary International, Alberta",Non-passengers,6424
Dec-23,"Edmonton International, Alberta",Total screened traffic,256546
Dec-23,"Edmonton International, Alberta",Total passengers,252881
Dec-23,"Edmonton International, Alberta",Domestic sector passengers,184516
Dec-23,"Edmonton International, Alberta",Transborder sector passengers,33812
Dec-23,"Edmonton International, Alberta",Other International sector passengers,34553
Dec-23,"Edmonton International, Alberta",Non-passengers,3665
Dec-23,"Vancouver International, British Columbia",Total screened traffic,818513
Dec-23,"Vancouver International, British Columbia",Total passengers,807222
Dec-23,"Vancouver International, British Columbia",Domestic sector passengers,356540
Dec-23,"Vancouver International, British Columbia",Transborder sector passengers,238672
Dec-23,"Vancouver International, British Columbia",Other International sector passengers,212010
Dec-23,"Vancouver International, British Columbia",Non-passengers,11291
Jan-24,"Total of eight largest airports, Canada",Total screened traffic,4323045
Jan-24,"Total of eight largest airports, Canada",Total passengers,4255212
Jan-24,"Total of eight largest airports, Canada",Domestic sector passengers,1681542
Jan-24,"Total of eight largest airports, Canada",Transborder sector passengers,1138301
Jan-24,"Total of eight largest airports, Canada",Other International sector passengers,1435369
Jan-24,"Total of eight largest airports, Canada",Non-passengers,67833
Jan-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,106860
Jan-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,105210
Jan-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,80169
Jan-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,8677
Jan-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,16364
Jan-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1650
Jan-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,740211
Jan-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,724917
Jan-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,163462
Jan-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,185091
Jan-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,376364
Jan-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,15294
Jan-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,176127
Jan-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,170958
Jan-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,102120
Jan-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,32881
Jan-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,35957
Jan-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,5169
Jan-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1573170
Jan-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1553662
Jan-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,423331
Jan-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,481135
Jan-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,649196
Jan-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,19508
Jan-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,157216
Jan-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,155638
Jan-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,114335
Jan-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,18529
Jan-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,22774
Jan-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1578
Jan-24,"Calgary International, Alberta",Total screened traffic,513898
Jan-24,"Calgary International, Alberta",Total passengers,507019
Jan-24,"Calgary International, Alberta",Domestic sector passengers,288351
Jan-24,"Calgary International, Alberta",Transborder sector passengers,139086
Jan-24,"Calgary International, Alberta",Other International sector passengers,79582
Jan-24,"Calgary International, Alberta",Non-passengers,6879
Jan-24,"Edmonton International, Alberta",Total screened traffic,253416
Jan-24,"Edmonton International, Alberta",Total passengers,249522
Jan-24,"Edmonton International, Alberta",Domestic sector passengers,177242
Jan-24,"Edmonton International, Alberta",Transborder sector passengers,33188
Jan-24,"Edmonton International, Alberta",Other International sector passengers,39092
Jan-24,"Edmonton International, Alberta",Non-passengers,3894
Jan-24,"Vancouver International, British Columbia",Total screened traffic,802147
Jan-24,"Vancouver International, British Columbia",Total passengers,788286
Jan-24,"Vancouver International, British Columbia",Domestic sector passengers,332532
Jan-24,"Vancouver International, British Columbia",Transborder sector passengers,239714
Jan-24,"Vancouver International, British Columbia",Other International sector passengers,216040
Jan-24,"Vancouver International, British Columbia",Non-passengers,13861
Feb-24,"Total of eight largest airports, Canada",Total screened traffic,4219440
Feb-24,"Total of eight largest airports, Canada",Total passengers,4159842
Feb-24,"Total of eight largest airports, Canada",Domestic sector passengers,1652654
Feb-24,"Total of eight largest airports, Canada",Transborder sector passengers,1160260
Feb-24,"Total of eight largest airports, Canada",Other International sector passengers,1346928
Feb-24,"Total of eight largest airports, Canada",Non-passengers,59598
Feb-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,114495
Feb-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,112751
Feb-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,80650
Feb-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,10364
Feb-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,21737
Feb-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1744
Feb-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,714219
Feb-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,700547
Feb-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,162274
Feb-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,191444
Feb-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,346829
Feb-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,13672
Feb-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,182784
Feb-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,178192
Feb-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,107269
Feb-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,36613
Feb-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,34310
Feb-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,4592
Feb-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1537139
Feb-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1520561
Feb-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,413184
Feb-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,492433
Feb-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,614944
Feb-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,16578
Feb-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,148811
Feb-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,147288
Feb-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,105678
Feb-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,19957
Feb-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,21653
Feb-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1523
Feb-24,"Calgary International, Alberta",Total screened traffic,504398
Feb-24,"Calgary International, Alberta",Total passengers,498253
Feb-24,"Calgary International, Alberta",Domestic sector passengers,283148
Feb-24,"Calgary International, Alberta",Transborder sector passengers,140466
Feb-24,"Calgary International, Alberta",Other International sector passengers,74639
Feb-24,"Calgary International, Alberta",Non-passengers,6145
Feb-24,"Edmonton International, Alberta",Total screened traffic,241898
Feb-24,"Edmonton International, Alberta",Total passengers,238510
Feb-24,"Edmonton International, Alberta",Domestic sector passengers,166221
Feb-24,"Edmonton International, Alberta",Transborder sector passengers,36506
Feb-24,"Edmonton International, Alberta",Other International sector passengers,35783
Feb-24,"Edmonton International, Alberta",Non-passengers,3388
Feb-24,"Vancouver International, British Columbia",Total screened traffic,775696
Feb-24,"Vancouver International, British Columbia",Total passengers,763740
Feb-24,"Vancouver International, British Columbia",Domestic sector passengers,334230
Feb-24,"Vancouver International, British Columbia",Transborder sector passengers,232477
Feb-24,"Vancouver International, British Columbia",Other International sector passengers,197033
Feb-24,"Vancouver International, British Columbia",Non-passengers,11956
Mar-24,"Total of eight largest airports, Canada",Total screened traffic,4554090
Mar-24,"Total of eight largest airports, Canada",Total passengers,4491138
Mar-24,"Total of eight largest airports, Canada",Domestic sector passengers,1774243
Mar-24,"Total of eight largest airports, Canada",Transborder sector passengers,1305331
Mar-24,"Total of eight largest airports, Canada",Other International sector passengers,1411564
Mar-24,"Total of eight largest airports, Canada",Non-passengers,62952
Mar-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,139073
Mar-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,137279
Mar-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,97303
Mar-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,12673
Mar-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,27303
Mar-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,1794
Mar-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,762758
Mar-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,748374
Mar-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,176896
Mar-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,210023
Mar-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,361455
Mar-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,14384
Mar-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,185836
Mar-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,180083
Mar-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,107422
Mar-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,38402
Mar-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,34259
Mar-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,5753
Mar-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1641282
Mar-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1623943
Mar-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,438567
Mar-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,552199
Mar-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,633177
Mar-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,17339
Mar-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,155520
Mar-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,154111
Mar-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,109560
Mar-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,23220
Mar-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,21331
Mar-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1409
Mar-24,"Calgary International, Alberta",Total screened traffic,544728
Mar-24,"Calgary International, Alberta",Total passengers,538349
Mar-24,"Calgary International, Alberta",Domestic sector passengers,303389
Mar-24,"Calgary International, Alberta",Transborder sector passengers,154933
Mar-24,"Calgary International, Alberta",Other International sector passengers,80027
Mar-24,"Calgary International, Alberta",Non-passengers,6379
Mar-24,"Edmonton International, Alberta",Total screened traffic,256301
Mar-24,"Edmonton International, Alberta",Total passengers,252924
Mar-24,"Edmonton International, Alberta",Domestic sector passengers,175810
Mar-24,"Edmonton International, Alberta",Transborder sector passengers,42339
Mar-24,"Edmonton International, Alberta",Other International sector passengers,34775
Mar-24,"Edmonton International, Alberta",Non-passengers,3377
Mar-24,"Vancouver International, British Columbia",Total screened traffic,868592
Mar-24,"Vancouver International, British Columbia",Total passengers,856075
Mar-24,"Vancouver International, British Columbia",Domestic sector passengers,365296
Mar-24,"Vancouver International, British Columbia",Transborder sector passengers,271542
Mar-24,"Vancouver International, British Columbia",Other International sector passengers,219237
Mar-24,"Vancouver International, British Columbia",Non-passengers,12517
Apr-24,"Total of eight largest airports, Canada",Total screened traffic,4364918
Apr-24,"Total of eight largest airports, Canada",Total passengers,4302997
Apr-24,"Total of eight largest airports, Canada",Domestic sector passengers,1830491
Apr-24,"Total of eight largest airports, Canada",Transborder sector passengers,1208460
Apr-24,"Total of eight largest airports, Canada",Other International sector passengers,1264046
Apr-24,"Total of eight largest airports, Canada",Non-passengers,61921
Apr-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,149797
Apr-24,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,147486
Apr-24,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,108456
Apr-24,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,12640
Apr-24,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,26390
Apr-24,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,2311
Apr-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,707863
Apr-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,693618
Apr-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,173603
Apr-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,202327
Apr-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,317688
Apr-24,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,14245
Apr-24,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,166863
Apr-24,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,160993
Apr-24,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,111813
Apr-24,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,31433
Apr-24,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,17747
Apr-24,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,5870
Apr-24,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1618093
Apr-24,"Toronto/Lester B Pearson International, Ontario",Total passengers,1601981
Apr-24,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,473858
Apr-24,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,523504
Apr-24,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,604619
Apr-24,"Toronto/Lester B Pearson International, Ontario",Non-passengers,16112
Apr-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,142614
Apr-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,141155
Apr-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,115265
Apr-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,18791
Apr-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,7099
Apr-24,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1459
Apr-24,"Calgary International, Alberta",Total screened traffic,503026
Apr-24,"Calgary International, Alberta",Total passengers,496301
Apr-24,"Calgary International, Alberta",Domestic sector passengers,290136
Apr-24,"Calgary International, Alberta",Transborder sector passengers,132348
Apr-24,"Calgary International, Alberta",Other International sector passengers,73817
Apr-24,"Calgary International, Alberta",Non-passengers,6725
Apr-24,"Edmonton International, Alberta",Total screened traffic,256591
Apr-24,"Edmonton International, Alberta",Total passengers,253018
Apr-24,"Edmonton International, Alberta",Domestic sector passengers,187878
Apr-24,"Edmonton International, Alberta",Transborder sector passengers,37946
Apr-24,"Edmonton International, Alberta",Other International sector passengers,27194
Apr-24,"Edmonton International, Alberta",Non-passengers,3573
Apr-24,"Vancouver International, British Columbia",Total screened traffic,820071
Apr-24,"Vancouver International, British Columbia",Total passengers,808445
Apr-24,"Vancouver International, British Columbia",Domestic sector passengers,369482
Apr-24,"Vancouver International, British Columbia",Transborder sector passengers,249471
Apr-24,"Vancouver International, British Columbia",Other International sector passengers,189492
Apr-24,"Vancouver International, British Columbia",Non-passengers,11626
May-24,"Total of eight largest airports, Canada",Total screened traffic,4714460
May-24,"Total of eight largest airports, Canada",Total passengers,4644680
May-24,"Total of eight largest airports, Canada",Domestic sector passengers,2188997
May-24,"Total of eight largest airports, Canada",Transborder sector passengers,1217158
