REF_DATE,GEO,Screened traffic,VALUE
Dec-20,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,48097
Dec-20,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,102302
Dec-20,"Toronto/Lester B Pearson International, Ontario",Non-passengers,3088
Dec-20,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,21912
Dec-20,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,20553
Dec-20,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,19374
Dec-20,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,1179
Dec-20,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1359
Dec-20,"Calgary International, Alberta",Total screened traffic,94910
Dec-20,"Calgary International, Alberta",Total passengers,93109
Dec-20,"Calgary International, Alberta",Domestic sector passengers,66241
Dec-20,"Calgary International, Alberta",Transborder sector passengers,18607
Dec-20,"Calgary International, Alberta",Other International sector passengers,8261
Dec-20,"Calgary International, Alberta",Non-passengers,1801
Dec-20,"Edmonton International, Alberta",Total screened traffic,50438
Dec-20,"Edmonton International, Alberta",Total passengers,49877
Dec-20,"Edmonton International, Alberta",Domestic sector passengers,48003
Dec-20,"Edmonton International, Alberta",Transborder sector passengers,520
Dec-20,"Edmonton International, Alberta",Other International sector passengers,1354
Dec-20,"Edmonton International, Alberta",Non-passengers,561
Dec-20,"Vancouver International, British Columbia",Total screened traffic,116300
Dec-20,"Vancouver International, British Columbia",Total passengers,113106
Dec-20,"Vancouver International, British Columbia",Domestic sector passengers,73688
Dec-20,"Vancouver International, British Columbia",Transborder sector passengers,17651
Dec-20,"Vancouver International, British Columbia",Other International sector passengers,21767
Dec-20,"Vancouver International, British Columbia",Non-passengers,3194
Jan-21,"Total of eight largest airports, Canada",Total screened traffic,551470
Jan-21,"Total of eight largest airports, Canada",Total passengers,535120
Jan-21,"Total of eight largest airports, Canada",Domestic sector passengers,331716
Jan-21,"Total of eight largest airports, Canada",Transborder sector passengers,82536
Jan-21,"Total of eight largest airports, Canada",Other International sector passengers,120868
Jan-21,"Total of eight largest airports, Canada",Non-passengers,16350
Jan-21,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,11383
Jan-21,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,11231
Jan-21,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,11231
Jan-21,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,152
Jan-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,78862
Jan-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,77388
Jan-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,34417
Jan-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,13908
Jan-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,29063
Jan-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,1474
Jan-21,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,22685
Jan-21,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,17243
Jan-21,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,17243
Jan-21,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,5442
Jan-21,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,195568
Jan-21,"Toronto/Lester B Pearson International, Ontario",Total passengers,192863
Jan-21,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,86580
Jan-21,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,37780
Jan-21,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,68503
Jan-21,"Toronto/Lester B Pearson International, Ontario",Non-passengers,2705
Jan-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,19574
Jan-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,18307
Jan-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,17099
Jan-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,1208
Jan-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1267
Jan-21,"Calgary International, Alberta",Total screened traffic,84122
Jan-21,"Calgary International, Alberta",Total passengers,82007
Jan-21,"Calgary International, Alberta",Domestic sector passengers,61985
Jan-21,"Calgary International, Alberta",Transborder sector passengers,14880
Jan-21,"Calgary International, Alberta",Other International sector passengers,5142
Jan-21,"Calgary International, Alberta",Non-passengers,2115
Jan-21,"Edmonton International, Alberta",Total screened traffic,40199
Jan-21,"Edmonton International, Alberta",Total passengers,39613
Jan-21,"Edmonton International, Alberta",Domestic sector passengers,37943
Jan-21,"Edmonton International, Alberta",Transborder sector passengers,513
Jan-21,"Edmonton International, Alberta",Other International sector passengers,1157
Jan-21,"Edmonton International, Alberta",Non-passengers,586
Jan-21,"Vancouver International, British Columbia",Total screened traffic,99077
Jan-21,"Vancouver International, British Columbia",Total passengers,96468
Jan-21,"Vancouver International, British Columbia",Domestic sector passengers,65218
Jan-21,"Vancouver International, British Columbia",Transborder sector passengers,14247
Jan-21,"Vancouver International, British Columbia",Other International sector passengers,17003
Jan-21,"Vancouver International, British Columbia",Non-passengers,2609
Feb-21,"Total of eight largest airports, Canada",Total screened traffic,328946
Feb-21,"Total of eight largest airports, Canada",Total passengers,316673
Feb-21,"Total of eight largest airports, Canada",Domestic sector passengers,236705
Feb-21,"Total of eight largest airports, Canada",Transborder sector passengers,28351
Feb-21,"Total of eight largest airports, Canada",Other International sector passengers,51617
Feb-21,"Total of eight largest airports, Canada",Non-passengers,12273
Feb-21,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,6899
Feb-21,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,6802
Feb-21,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,6802
Feb-21,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,97
Feb-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,38491
Feb-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,37489
Feb-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,23156
Feb-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,5030
Feb-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,9303
Feb-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,1002
Feb-21,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,13380
Feb-21,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,8869
Feb-21,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,8869
Feb-21,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,4511
Feb-21,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,103020
Feb-21,"Toronto/Lester B Pearson International, Ontario",Total passengers,101525
Feb-21,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,56411
Feb-21,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,13012
Feb-21,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,32102
Feb-21,"Toronto/Lester B Pearson International, Ontario",Non-passengers,1495
Feb-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,12244
Feb-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,11197
Feb-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,11144
Feb-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,53
Feb-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1047
Feb-21,"Calgary International, Alberta",Total screened traffic,55762
Feb-21,"Calgary International, Alberta",Total passengers,54312
Feb-21,"Calgary International, Alberta",Domestic sector passengers,48634
Feb-21,"Calgary International, Alberta",Transborder sector passengers,4860
Feb-21,"Calgary International, Alberta",Other International sector passengers,818
Feb-21,"Calgary International, Alberta",Non-passengers,1450
Feb-21,"Edmonton International, Alberta",Total screened traffic,31257
Feb-21,"Edmonton International, Alberta",Total passengers,30883
Feb-21,"Edmonton International, Alberta",Domestic sector passengers,30748
Feb-21,"Edmonton International, Alberta",Other International sector passengers,135
Feb-21,"Edmonton International, Alberta",Non-passengers,374
Feb-21,"Vancouver International, British Columbia",Total screened traffic,67893
Feb-21,"Vancouver International, British Columbia",Total passengers,65596
Feb-21,"Vancouver International, British Columbia",Domestic sector passengers,50941
Feb-21,"Vancouver International, British Columbia",Transborder sector passengers,5396
Feb-21,"Vancouver International, British Columbia",Other International sector passengers,9259
Feb-21,"Vancouver International, British Columbia",Non-passengers,2297
Mar-21,"Total of eight largest airports, Canada",Total screened traffic,378848
Mar-21,"Total of eight largest airports, Canada",Total passengers,365144
Mar-21,"Total of eight largest airports, Canada",Domestic sector passengers,278637
Mar-21,"Total of eight largest airports, Canada",Transborder sector passengers,32956
Mar-21,"Total of eight largest airports, Canada",Other International sector passengers,53551
Mar-21,"Total of eight largest airports, Canada",Non-passengers,13704
Mar-21,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,8060
Mar-21,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,7880
Mar-21,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,7880
Mar-21,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,180
Mar-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,40387
Mar-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,39379
Mar-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,24081
Mar-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,6017
Mar-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,9281
Mar-21,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,1008
Mar-21,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,16258
Mar-21,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,10815
Mar-21,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,10815
Mar-21,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,5443
Mar-21,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,117014
Mar-21,"Toronto/Lester B Pearson International, Ontario",Total passengers,114577
Mar-21,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,65430
Mar-21,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,15274
Mar-21,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,33873
Mar-21,"Toronto/Lester B Pearson International, Ontario",Non-passengers,2437
Mar-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,14261
Mar-21,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,13369
